"","CNT","SUBNATIO","STRATUM","SCHOOLID","NC","OECD","Autonomy","Tch_Participation","Tch_Short","Edu_Resource","StIDStd","SES","Anxiety_Math","Age","Gender","Efficacy","Persev","Openness","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","Income","Percepted_Quality","Par_Support"
"1","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00001",-1.48,NA,15.92,2,-0.77,-0.1475,-0.5433,513.4834,518.157,447.2737,520.4938,515.0413,2,-0.8397,-0.6372
"2","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00002",-1.17,NA,15.58,2,1.07,0.2586,0.4639,496.6584,478.7428,534.8263,492.7637,540.2789,4,-0.0994,NA
"3","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00003",-0.11,0.32,15.58,2,-0.92,-0.3407,-0.5433,288.6041,364.94,336.1193,321.3195,280.0358,2,0.6338,0.0131
"4","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00004",-1.93,NA,16.25,2,-0.92,-1.1279,-1.158,484.3511,538.8768,488.2458,517.0665,540.4346,2,-0.8397,-2.257
"5","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00005",0.46,NA,16.17,2,2.27,-0.1475,-0.5433,536.2284,538.5652,561.1544,561.1544,582.1857,5,-0.536,0.4764
"6","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00006",0.43,-2.37,15.67,2,NA,NA,NA,516.5992,556.325,516.5992,527.5043,494.01,4,0.6338,-1.6804
"7","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00007",-1.53,NA,15.67,1,-1.36,0.0511,-1.158,360.578,376.9357,369.1463,351.2307,363.6937,3,-1.1695,-0.3004
"8","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00008",-1.3,0.06,15.58,2,-0.02,0.0511,-0.5433,482.4038,473.0566,466.0461,490.9721,497.9826,6,-1.2871,-0.3004
"9","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00009",-1.7,NA,15.75,2,-0.63,0.7205,1.6493,519.9486,556.5587,499.6962,498.1383,490.349,1,-0.8397,-0.9916
"10","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00010",-0.74,1.26,16,1,-0.33,-0.5316,0.4639,402.1732,392.047,414.6362,398.2785,381.1419,6,1.1275,0.8345
"11","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00011",-2.73,1.53,15.83,1,-2.57,-1.6047,-3.6333,329.9657,324.5132,350.997,309.7134,291.0189,1,-0.536,-2.1124
"12","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00012",-2.08,NA,15.58,1,-3.75,-0.7236,-1.5946,266.6381,286.8905,279.1011,293.9009,289.2273,1,-1.0793,-1.3492
"13","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00013",-1.24,1.53,15.58,2,-0.63,0.4795,-0.5433,421.5688,361.5906,346.0118,405.2111,385.7377,2,-1.4771,0.318
"14","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00014",-2.06,0.06,15.67,2,0.15,-0.3407,-0.9492,357.6959,357.6959,416.8952,347.5697,359.2538,4,-0.536,-0.813
"15","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00015",-0.82,-0.2,15.33,1,NA,NA,NA,433.1749,363.0706,380.9861,364.6284,374.7546,2,-0.0994,-0.9916
"16","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00016",-1.12,0.79,16.25,2,NA,NA,NA,255.0319,194.2748,203.6221,167.012,276.0632,1,0.6338,0.318
"17","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00017",-1.63,-0.2,15.33,2,-0.92,-0.3407,-1.5946,490.6605,488.3237,492.2184,464.1767,478.9765,1,0.3309,-1.6804
"18","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00018",-0.8,0.32,15.75,1,-0.48,0.0511,-0.5075,543.9399,523.6875,504.2141,532.2558,497.2036,3,-0.536,-2.8768
"19","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00019",-2.16,0.06,15.67,1,-0.92,-0.1475,-1.5946,494.1658,406.9248,444.3138,475.4713,482.4817,2,-0.536,-1.6804
"20","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00020",-0.95,0.06,15.92,2,NA,NA,NA,627.9872,630.324,656.029,642.0081,620.9768,2,-1.0793,-0.6372
"21","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00021",-0.17,NA,15.58,2,-1.21,-0.3407,-0.3443,316.4122,357.6959,356.138,333.5488,333.5488,2,1.3879,0.646
"22","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00022",-1.6,0.32,15.42,1,-1.21,-0.3407,-0.5433,344.9213,397.8891,410.3521,403.3416,425.9308,1,0.3309,-1.6804
"23","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00023",-1.13,-0.47,15.42,2,NA,NA,NA,470.7197,431.7729,440.3412,412.2994,512.0034,2,-0.0994,0.165
"24","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00024",-0.34,1.02,15.5,1,NA,NA,NA,287.9031,283.2295,263.756,262.1982,220.1355,3,NA,1.3249
"25","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00025",-1.71,NA,15.58,2,-3.75,-0.3407,-0.5433,352.3212,379.584,349.9844,300.1324,345.3108,2,-0.0994,1.3249
"26","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00026",-1.07,-0.47,15.42,1,NA,NA,NA,369.9252,355.9043,355.9043,380.8303,383.9461,1,-0.536,-0.3004
"27","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00027",-1.28,0.06,15.92,1,NA,NA,NA,520.9612,515.5086,530.3085,558.3502,519.4033,2,-1.0793,-0.9916
"28","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00028",-1.6,NA,15.67,1,-1.06,-0.7236,0.688,283.6189,214.2935,301.5345,356.8391,291.4083,1,-1.0793,1.0539
"29","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00029",-2.88,0.06,16.08,2,-0.92,-0.7236,-1.158,515.1971,473.1344,445.8716,473.1344,491.8289,3,-0.536,-0.9916
"30","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00030",-0.15,-0.47,15.58,2,NA,NA,NA,459.1136,523.7654,431.0718,488.7132,512.0813,1,-0.8397,-0.9916
"31","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00031",0.23,0.06,15.75,2,NA,NA,NA,442.678,466.0461,450.4674,417.752,413.0784,4,-0.8397,0.165
"32","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00032",-0.59,NA,15.58,1,-0.92,-0.1475,-1.3721,411.4426,433.2528,421.5688,443.379,434.8107,2,-1.0793,-1.3492
"33","HKG","3440000","HKG0004","0000001","034400",0,1.6038,1.2429,0.7093,-0.1702,"00033",-0.59,NA,15.58,2,0.54,0.0511,-0.9492,487.0774,489.4142,469.9408,463.7093,452.0252,2,-0.0994,-1.3492
"34","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00034",-0.7,NA,15.42,2,0.54,0.7205,-0.1465,608.5917,589.8972,614.0442,649.8754,624.9494,6,-0.8397,0.646
"35","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00035",-1.03,NA,16.17,1,-0.33,-0.3407,-1.158,475.7828,474.225,499.9299,456.3094,549.003,4,-0.536,0.646
"36","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00036",-0.23,1.89,16.08,1,-1.06,0.2586,-0.1465,399.5248,425.2298,390.9565,420.5562,487.5448,6,-0.0994,0.646
"37","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00037",0.13,-1,15.58,1,NA,NA,NA,589.9751,560.3754,522.9864,533.8916,568.9438,6,-0.8397,0.4764
"38","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00038",0.11,NA,16.08,1,-0.02,0.7205,0.2542,664.7531,625.8062,578.291,698.2474,685.7844,NA,-0.536,-0.1412
"39","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00039",-0.31,0.79,16.17,2,NA,NA,NA,522.2075,572.8384,594.6487,538.5652,532.3337,6,-0.536,-0.9916
"40","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00040",-0.03,-1.3,15.67,2,NA,NA,NA,767.417,761.9645,691.0812,803.2482,783.7747,4,-1.0793,-0.813
"41","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00041",-0.55,1.26,15.75,2,NA,NA,NA,536.1505,519.0139,544.7188,489.4142,532.2558,NA,NA,NA
"42","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00042",0.42,NA,15.42,1,-0.77,0.4795,-1.5946,621.6778,596.7518,651.2775,608.4359,640.3723,6,-0.0994,0.646
"43","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00043",0.96,1.89,15.92,2,NA,NA,NA,540.201,582.2636,545.6535,624.3262,576.0321,NA,NA,NA
"44","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00044",-0.1,-0.2,15.58,1,0.34,0.4795,-0.5433,507.4856,565.9059,532.4116,495.0226,526.959,6,-1.2871,-0.4659
"45","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00045",0.4,-0.47,15.42,1,NA,NA,NA,701.2074,657.5869,647.4607,698.8705,704.3231,6,0.8861,0.4764
"46","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00046",-0.22,NA,16.08,2,0.78,0.4795,0.0521,597.6087,522.0517,588.2614,596.0508,594.4929,NA,-1.0793,0.165
"47","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00047",0.06,NA,15.58,1,-0.33,-0.3407,0.688,599.7118,590.3645,587.2488,565.4385,612.1748,5,-0.0994,0.165
"48","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00048",0.26,-2.37,15.42,2,NA,NA,NA,582.1078,547.0556,607.0338,580.5499,585.2236,1,-1.4771,1.3249
"49","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00049",-0.84,NA,16.08,2,2.27,0.4795,-0.9492,657.1195,645.4354,661.7931,712.4241,705.4136,NA,-1.657,-0.4659
"50","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00050",-0.29,NA,15.92,2,0.78,0.0511,0.4639,702.7652,658.3658,637.3345,624.8715,669.2709,6,-0.0994,0.3218
"51","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00051",0.17,0.79,15.75,1,0.54,0.2586,-0.3443,587.5604,593.7919,572.7606,586.7814,577.4342,5,-0.8397,0.165
"52","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00052",-0.09,NA,15.42,2,1.47,0.2586,2.4465,645.2017,652.9911,682.5907,673.2435,680.2539,NA,NA,NA
"53","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00053",1.16,0.06,15.75,2,2.27,-0.1475,0.0521,684.9276,648.3175,738.6742,651.4332,675.5803,6,-1.2871,0.0131
"54","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00054",0.41,2.55,15.67,2,0.34,-0.5316,0.2542,649.4859,655.7174,651.0438,621.4442,655.7174,4,-1.2871,-0.9916
"55","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00055",0.27,NA,15.83,2,2.27,-0.3407,-0.3443,585.2236,606.2549,607.0338,628.8441,587.5604,6,0.6338,-0.9916
"56","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00056",0.47,0.32,16.17,1,-0.33,-0.1475,-0.1465,564.4259,555.8576,541.0578,585.4572,550.405,NA,NA,NA
"57","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00057",-1.25,2.55,15.67,1,-0.48,0.0511,-1.8314,510.5234,505.0709,525.3233,568.9438,588.4172,3,-0.536,-0.6372
"58","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00058",-0.37,0.56,15.42,1,-0.48,-0.9207,-1.158,667.7909,636.6334,616.3811,617.9389,603.9181,6,-1.2871,0.4764
"59","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00059",-0.28,0.06,16.25,2,2.27,2.305,1.6493,567.2301,557.1039,579.6931,572.6827,539.9673,4,-0.0994,0.165
"60","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00060",0.31,-0.47,15.42,2,0.78,0.0511,-0.7446,525.1675,504.1362,558.6618,499.4625,518.157,6,0.3309,0.0131
"61","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00061",-1.36,NA,16.08,2,1.47,0.7205,0.4639,564.1143,570.3458,544.6409,518.936,545.4198,1,1.7172,0.646
"62","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00062",-0.59,-0.2,15.92,1,NA,NA,NA,475.3155,496.3468,506.473,497.9047,501.0204,4,-0.0994,0.4764
"63","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00063",0.6,-0.2,15.83,2,2.27,-0.1475,-0.5433,754.1751,676.2814,663.8184,662.2605,647.4607,3,0.6338,0.0131
"64","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00064",0.11,1.26,16.17,2,NA,NA,NA,634.6861,628.4546,714.9167,640.9176,622.2231,1,-0.536,-1.3492
"65","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00065",-0.63,NA,15.75,1,-0.63,-0.5316,-1.158,533.1126,532.3337,498.0604,502.7341,522.9864,6,-0.536,0.1506
"66","HKG","3440000","HKG0004","0000002","034400",0,1.6038,2.7566,-1.0911,0.7524,"00066",0.27,-1,15.83,2,2.27,0.9918,0.4639,609.2148,557.805,543.0051,565.5943,539.8894,6,-0.0994,-0.3004
"67","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00067",-1.79,0.32,15.75,1,NA,NA,NA,461.3725,484.7406,522.1296,485.5196,469.1619,2,NA,-1.83
"68","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00068",-0.75,1.53,15.42,1,NA,NA,NA,492.9195,520.1823,506.9403,533.4242,511.614,6,-0.8397,0.8345
"69","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00069",-2.12,-0.47,16,1,-0.48,1.7171,-0.5433,408.4826,352.3991,378.1041,359.4096,389.7881,1,-0.536,-0.813
"70","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00070",NA,-0.47,15.92,2,0.15,0.4795,0.4639,414.6362,438.0044,457.4778,469.9408,475.3934,2,-0.8397,-1.9722
"71","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00071",-1.34,2.55,15.5,1,NA,NA,NA,318.1259,321.2416,310.3365,405.3669,424.8403,2,-1.2871,-2.257
"72","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00072",-0.05,0.32,15.5,2,NA,NA,NA,487.1553,502.7341,512.0813,451.3242,502.7341,6,-0.536,0.165
"73","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00073",-1.76,0.79,16.17,2,NA,NA,NA,348.115,404.1985,396.4091,385.504,385.504,1,-0.0994,0.4764
"74","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00074",NA,NA,15.83,1,-1.36,0.0511,-1.5946,464.4103,465.1893,466.7472,466.7472,444.158,2,-0.0994,0.646
"75","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00075",-1.52,0.32,15.67,2,-0.48,-0.5316,-0.5433,440.2633,463.6314,416.1162,444.158,402.8743,6,-0.6959,-0.9916
"76","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00076",-0.56,0.79,15.83,1,-1.36,-0.5316,-1.5946,469.8629,430.916,452.7263,437.9265,471.4208,2,0.8861,-1.5201
"77","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00077",-1.46,NA,15.75,1,0.15,-0.3407,-1.5946,476.9512,480.8459,455.141,439.5622,508.8877,1,-0.0994,-0.3004
"78","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00078",-0.47,-1.68,15.5,2,1.47,3.5286,1.2387,471.3429,495.49,469.785,518.0791,520.416,1,-0.0994,3.3915
"79","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00079",NA,-0.47,15.5,2,NA,NA,NA,321.3195,310.4144,322.0985,371.1715,336.8983,NA,NA,NA
"80","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00080",NA,NA,15.58,2,-0.02,-0.5316,-0.7446,649.0185,604.6191,557.8828,634.9977,657.5869,5,-1.657,-3.4573
"81","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00081",-1.88,0.79,15.58,2,NA,NA,NA,533.7358,521.2728,494.01,534.5147,511.1466,2,-0.8397,-0.813
"82","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00082",-1.5,-1.68,15.33,2,NA,NA,NA,365.4853,389.6323,367.8221,334.3278,367.0432,1,-1.0793,-0.9916
"83","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00083",-1.87,NA,15.75,1,-0.02,0.4795,0.0521,633.985,632.4272,580.2384,583.3541,602.0486,NA,-0.8397,-1.8182
"84","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00084",-1.53,NA,15.33,2,1.07,0.0511,0.4639,545.6535,548.7693,571.3585,523.0643,533.1905,3,2.3177,3.3915
"85","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00085",-1.27,NA,15.5,2,-0.71,0.0511,0.0521,474.6923,427.9561,501.9551,443.5348,447.4295,NA,NA,NA
"86","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00086",-0.62,0.79,15.5,1,NA,NA,NA,374.9104,374.9104,351.5423,335.1846,336.7425,5,-0.536,2.2387
"87","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00087",-1.7,1.53,15.75,1,-1.51,-1.9041,-0.5433,435.6675,430.215,410.7415,441.1201,366.3421,2,-0.536,-1.83
"88","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00088",-1.51,NA,16.17,1,-2.05,-0.3407,-0.7446,385.8934,378.883,352.3991,384.3356,341.494,1,-1.4771,-1.6804
"89","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00089",-2.25,0.32,15.67,1,-0.77,0.4795,-0.5433,507.4856,457.6336,489.57,521.5065,485.6753,1,-0.0994,-1.1714
"90","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00090",-1.64,0.32,16.25,2,-0.33,-0.1475,-1.158,420.0888,297.0167,407.6258,406.0679,361.6685,2,-0.0994,-0.6372
"91","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00091",-1.72,-0.73,15.83,2,NA,NA,NA,498.6057,500.9425,483.8059,514.1845,486.9216,1,-0.0994,-1.3492
"92","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00092",0.38,NA,15.67,2,-0.18,-0.1475,0.0521,464.8777,471.1092,482.7933,428.2676,434.4991,6,1.3879,0.318
"93","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00093",-0.14,0.32,16.17,1,NA,NA,NA,538.4094,557.8828,597.6087,599.1665,550.0935,1,-1.0793,-1.6804
"94","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00094",-2.7,1.89,15.92,1,NA,NA,NA,508.1087,473.0566,493.3089,485.5196,519.0139,1,-0.0994,2.2387
"95","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00095",-1.26,NA,15.58,1,-0.18,-0.3407,-0.3443,368.601,349.1276,389.6323,364.7063,349.9065,3,-0.0994,-0.1412
"96","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00096",-2.22,NA,16.17,2,-0.92,0.0511,-1.3721,410.5858,387.9966,381.7651,412.9226,366.9653,2,-0.8397,-0.9916
"97","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00097",-1.56,NA,16,1,0.78,0.2586,-0.3443,626.7409,588.573,584.6783,646.2144,608.8254,2,-0.536,0.0131
"98","HKG","3440000","HKG0002","0000003","034400",0,0.8184,2.3605,0.1524,0.018,"00098",-0.03,0.79,15.33,2,-0.77,0.9918,0.2542,415.1036,413.5457,381.6093,361.3569,370.7042,3,0.3309,-0.9515
"99","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00099",-0.84,1.26,15.75,1,-0.33,-0.7236,-0.5433,615.5242,580.472,587.4825,568.788,572.6827,6,-0.0994,-0.1412
"100","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00100",-2.29,1.26,15.58,2,NA,NA,NA,582.1078,566.5291,543.9399,559.5186,578.9921,2,0.3309,0.0131
"101","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00101",-0.94,-0.47,15.67,2,NA,NA,NA,611.7853,547.9124,656.1848,579.8489,624.2483,2,1.3879,1.3249
"102","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00102",-0.23,NA,15.5,1,2.27,-1.3523,1.2387,483.2606,459.1136,470.7976,436.5244,438.0823,6,-0.0994,0.165
"103","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00103",-0.59,-1.3,15.5,2,1.47,0.7205,2.4465,617.861,571.1248,582.0299,617.0821,584.3667,6,1.7172,0.318
"104","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00104",-0.86,-1,15.75,1,2.27,1.3116,0.2542,643.7218,621.9115,666.311,658.5216,646.0586,3,-0.0994,0.2779
"105","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00105",0.25,-0.47,16.17,1,0.78,-0.1475,0.0521,583.7436,594.6487,562.7123,582.9646,575.9542,6,-0.0994,-0.4659
"106","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00106",-1.06,0.79,15.92,2,-0.77,0.0511,-0.9492,480.8459,480.067,480.067,509.6666,469.1619,5,2.3177,-0.813
"107","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00107",-1.66,NA,15.75,2,-0.48,0.0511,-0.5433,524.4664,466.8251,494.0879,536.9294,528.3611,2,-1.2871,-0.6372
"108","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00108",0.78,NA,15.75,2,2.27,2.305,0.2542,565.828,564.2701,566.6069,597.7644,563.4912,6,-0.536,-0.4659
"109","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00109",-1.72,1.89,16.25,2,NA,NA,NA,538.721,487.3111,488.869,530.9316,526.258,2,-0.0994,0.8345
"110","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00110",0.11,0.32,16.25,1,NA,NA,NA,620.9768,652.1343,609.2927,617.861,668.492,2,-0.0994,-0.813
"111","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00111",-0.71,1.53,15.67,1,NA,NA,NA,314.2312,297.0946,309.5576,297.0946,360.1885,5,-0.536,0.0131
"112","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00112",-0.07,NA,15.67,1,1.47,0.2586,0.4639,684.8497,699.6495,657.5869,668.492,604.6191,2,1.1275,0.318
"113","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00113",0.63,-2.37,15.5,1,0.54,-0.5316,-0.1465,695.2874,647.7722,655.5616,657.8984,626.7409,6,0.6338,0.4764
"114","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00114",-0.66,1.53,15.42,1,NA,NA,NA,558.7397,526.8032,553.2871,577.4342,522.1296,6,-0.0994,-0.813
"115","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00115",-1.19,0.32,15.42,2,0.34,-1.1279,0.4639,602.9833,567.1522,601.4255,581.1731,545.342,1,0.8861,-1.5201
"116","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00116",-1.07,NA,16,2,0.34,-0.1475,0.0521,572.3711,605.0865,630.0125,586.392,601.1918,1,-0.8397,-1.1714
"117","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00117",-1.07,NA,16,1,0.34,2.305,0.0521,515.275,579.1478,547.2114,569.0217,590.053,6,0.3309,-0.4659
"118","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00118",-1.62,0.32,15.67,2,0.15,0.0511,-0.5433,506.1614,505.3825,553.6766,559.1291,555.2345,2,0.6338,-2.257
"119","HKG","3440000","HKG0004","0000004","034400",0,0.8184,1.9955,-1.0911,0.7524,"00119",-0.05,2.55,15.5,1,NA,NA,NA,502.5783,456.621,505.694,466.7472,478.4312,4,-1.0793,-0.9916
